330110029021,1017,548 Donald St,Bedford,NH,26,Car-Dependent,nan,nan,nan,nan,42.9681106,-71.5063386,3000sqft,800sqftyr, Available Soon if new Date Date parse 2018 10 01 18 30 00 UTC var elements document querySelectorAll available soon Array prototype forEach call elements function el i el style display none Industrial ,",Floors,1,Total,Size,6,000,sqft,Lot,Size,7,acres,Zoning,Industrial,Year,Constructed,1978,Building,Class,Construction,Type,Brick,Number,of,Buildings,1,Close,Highway,s,Route,101,Route,114,Close,To,Manchester,Boston,Regional,Airport,Onsite,Parking,On,Site,Security,",79195.0,0.076,0.1189,0.41614,0.30786,0.0,0.8093,0.2825,https://42floors.com/us/nh/bedford/548-donald-st?listing=1240762
250214135002,2033,1 Edgewater Dr,Norwood,MA,48,Car-Dependent,nan,nan,nan,nan,42.1618268851611,-71.2015091214569,10150sqft,NotProvided, Office ,",Total,Size,90,933,sqft,Lot,Size,5,acres,Parking,Ratio,4,1000,Elevators,2,Year,Constructed,1985,Year,Renovated,2014,Building,Class,A,Close,Highway,s,Route,1,I,95,Route,128,Close,To,Sheraton,Hotel,Walpole,Mall,Gym,Onsite,Parking,Freight,Elevator,",45402.0,0.063,0.22581,0.29032,0.09298,0.0512,0.8299,0.2443,https://42floors.com/us/ma/norwood/1-edgewater-dr?listing=1244860
330130405003,3002,2005 NH-114,Bradford,NH,10,Car-Dependent,nan,nan,nan,nan,43.2757174043878,-71.9510084421182,2500sqft,229000, Retail ,",Total,Size,2,500,sqft,Lot,Size,3,acres,Year,Constructed,1995,Construction,Type,Concrete,Wood,Close,Highway,s,Route,114,",70497.0,0.095,0.1493,0.39969,0.23017,0.0358,0.9229,0.3195,https://42floors.com/us/nh/bradford/2005-nh-114?listing=1244756
250277423004,4000,69 Milk St,Westborough,MA,68,Somewhat Walkable,nan,nan,nan,nan,42.2718067197213,-71.618309909381,790sqft,1800sqftyr, Office ,",Floors,3,Total,Size,40,000,sqft,Lot,Size,2,acres,Zoning,Industrial,Year,Constructed,1902,Year,Renovated,1998,Building,Class,B,Construction,Type,Brick,Number,of,Buildings,1,Close,Highway,s,Route,9,Route,135,ADA,Accessible,Onsite,Parking,",70349.0,0.109,0.05596,0.61071,0.05839,0.1946,0.8602,0.3503,https://42floors.com/us/ma/westborough/69-milk-st?listing=1226081
440070015001,1030,400 Reservoir Ave,Providence,RI,81,Very Walkable,,,50,Bikeable,41.7870053,-71.432557,1480sqft,812sqftyr, Office Medical ,",Floors,3,Total,Size,60,000,sqft,Lot,Size,3,acres,Zoning,Professional,Office,Year,Constructed,1965,Year,Renovated,2014,Building,Class,B,Construction,Type,Concrete,Number,of,Buildings,1,Close,Highway,s,Route,10,I,95,Onsite,Parking,",45948.0,0.175,0.01733,0.31931,0.14356,0.0272,0.5574,0.0929,https://42floors.com/us/ri/providence/400-reservoir-ave?listing=834696
330170815002,2009,831 Central Ave,Dover,NH,57,Somewhat Walkable,nan,nan,nan,nan,43.2163226296042,-70.881129321207,62240sqft,3250000, Retail ,",Floors,1,Total,Size,104,713,sqft,Lot,Size,7,acres,Parking,Ratio,4,1000,Zoning,B3,Year,Constructed,1985,Building,Class,Construction,Type,Brick,Concrete,Close,Highway,s,Route,16,Onsite,Parking,",58390.0,0.111,0.2433,0.39208,0.159,0.0,0.778,0.2273,https://42floors.com/us/nh/dover/831-central-ave?listing=1242239
250277581025,5019,71 Main St,Sturbridge,MA,27,Car-Dependent,nan,nan,nan,nan,42.0880185120782,-72.0637126677251,410sqft,497mo, Office Medical Retail ,",Floors,1,Total,Size,9,720,sqft,Lot,Size,1,acres,Year,Constructed,1970,Number,of,Buildings,1,Close,Highway,s,Route,49,Route,20,Route,148,I,84,I,90,Onsite,Parking,",85098.0,0.109,0.12522,0.21044,0.33044,0.0487,0.8422,0.3128,https://42floors.com/us/ma/sturbridge/71-main-st?listing=1248867
440070008003,3019,55 Pine St,Providence,RI,85,Very Walkable,,,89,Very Bikeable,41.823053638932,-71.409600817777,160sqft,NotProvided, Office ,",Elevator,1,Construction,Type,Brick,",125702.0,0.175,0.34167,0.0375,0.50833,0.1125,0.9492,0.5066,https://42floors.com/us/ri/providence/55-pine-st?listing=1249422
250173881003,3010,85 Swanson Rd,Boxborough,MA,14,Car-Dependent,nan,nan,nan,nan,42.491561321939,-71.5470955053766,4040sqft,1548sqftyr, Office ,",Floors,2,Total,Size,96,933,sqft,Lot,Size,22,acres,Parking,Ratio,3,50,1000,Elevators,2,Year,Constructed,1986,Building,Class,B,Close,Highway,s,I,495,Route,2,I,95,I,93,I,90,Route,111,Route,3,Close,To,Manchester,Boston,Regional,Airport,Logan,International,Airport,Onsite,Parking,Key,Card,Access,Freight,Elevator,",45346.0,0.082,0.18628,0.16275,0.30784,0.0333,0.9192,0.5975,https://42floors.com/us/ma/boxborough/85-swanson-rd?listing=793779
330110006001,1003,730 Pine St,Manchester,NH,70,Somewhat Walkable,nan,nan,nan,nan,43.0054451,-71.4618267,1300sqft,831sqftyr, Office Other ,",Floors,3,Zoning,R,2,Year,Constructed,1900,Year,Renovated,2003,Building,Class,A,Close,Highway,s,Route,293,Close,To,Manchester,Boston,Regional,Airport,Onsite,Parking,",45030.0,0.076,0.25641,0.27564,0.09135,0.0817,0.8133,0.2867,https://42floors.com/us/nh/manchester/730-pine-st?listing=1243169
250235104002,2001,363 N Main St,Brockton,MA,72,Very Walkable,,,nan,nan,42.0930802133123,-71.0191544092091,200sqft,1600sqftyr, Office ,",Lot,Size,2,acres,ADA,Accessible,",19690.0,0.083,0.7,0.24091,0.0,0.0,0.7798,0.0046,https://42floors.com/us/ma/brockton/363-n-main-st?listing=1247645
330151075003,3047,1 Bayside Rd,Greenland,NH,23,Car-Dependent,nan,nan,nan,nan,43.036091853933,-70.848974014599,1690sqft,1000sqftyr, Office Retail ,",Floors,2,Total,Size,22,440,sqft,Lot,Size,5,acres,Zoning,Commercial,Year,Constructed,1996,Construction,Type,Wood,Number,of,Buildings,1,Onsite,Parking,",71544.0,0.057,0.0,0.43988,0.22434,0.1525,0.9352,0.4182,https://42floors.com/us/nh/greenland/1-bayside-rd?listing=1244749
330170815002,2007,51 Webb Pl,Dover,NH,36,Car-Dependent,nan,nan,nan,nan,43.2184704,-70.8903574,2280sqft,243639, Office Medical ,",Floors,3,Total,Size,21,114,sqft,Parking,Ratio,3,71,1000,Zoning,B,3,Year,Constructed,2004,Building,Class,A,Construction,Type,Brick,Steel,Close,Highway,s,Route,16,Onsite,Parking,",58390.0,0.111,0.2433,0.39208,0.159,0.0,0.778,0.2273,https://42floors.com/us/nh/dover/51-webb-pl?listing=1242201
250173184001,1012,4 Lyberty Way,Westford,MA,21,Car-Dependent,nan,nan,nan,nan,42.5592279,-71.425,19310sqft,950sqftyr, Industrial Mixed Use ,",Floors,1,Total,Size,38,560,sqft,Lot,Size,253,519,sqft,Construction,Type,Steel,Onsite,Parking,",158844.0,0.082,0.04437,0.18225,0.5012,0.2254,0.9503,0.7067,https://42floors.com/us/ma/westford/4-lyberty-way?listing=1245798
250214203021,1005,50 Thomas Patten Dr,Randolph,MA,43,Car-Dependent,nan,nan,nan,nan,42.1613419065782,-71.0610957060864,30000sqft,1695sqftyr, Office ,",Total,Size,30,000,sqft,Lot,Size,2,acres,Parking,Ratio,3,1,1000,Zoning,GBHD,Year,Constructed,1970,Year,Renovated,1996,Building,Class,B,Close,Public,Transit,Randolph,Stoughton,line,Close,Highway,s,Route,139,Route,24,Onsite,Parking,Key,Card,Access,",76753.0,0.063,0.32892,0.10964,0.37807,0.0529,0.818,0.3505,https://42floors.com/us/ma/randolph/50-thomas-patten-dr?listing=1244849
440070015001,1030,400 Reservoir Ave,Providence,RI,81,Very Walkable,,,50,Bikeable,41.7870053,-71.432557,1480sqft,812sqftyr, Office Medical ,",Floors,3,Total,Size,60,000,sqft,Lot,Size,3,acres,Zoning,Professional,Office,Year,Constructed,1965,Year,Renovated,2014,Building,Class,B,Construction,Type,Concrete,Number,of,Buildings,1,Close,Highway,s,Route,10,I,95,Onsite,Parking,",45948.0,0.175,0.01733,0.31931,0.14356,0.0272,0.5574,0.0929,https://42floors.com/us/ri/providence/400-reservoir-ave?listing=834695
440070008003,3019,55 Pine St,Providence,RI,85,Very Walkable,,,89,Very Bikeable,41.823053638932,-71.409600817777,160sqft,NotProvided, Office ,",Elevator,1,Construction,Type,Brick,",125702.0,0.175,0.34167,0.0375,0.50833,0.1125,0.9492,0.5066,https://42floors.com/us/ri/providence/55-pine-st?listing=1249420
330110029022,2008,72 S River Rd,Bedford,NH,60,Somewhat Walkable,nan,nan,nan,nan,42.9582611,-71.4797451,1370sqft,1250sqftyr, Office Medical ,",Floors,2,Total,Size,27,791,sqft,Lot,Size,2,acres,Elevator,1,Zoning,PZ,Year,Constructed,1970,Year,Renovated,2016,Building,Class,A,Construction,Type,Brick,Number,of,Buildings,1,Close,Highway,s,US,3,US,114,US,101,I,93,Close,To,Manchester,Boston,Regional,Airport,ADA,Accessible,Onsite,Parking,",93610.0,0.076,0.1831,0.21303,0.34331,0.0827,0.7301,0.2234,https://42floors.com/us/nh/bedford/72-s-river-rd?listing=1240757
250277502003,3014,701 Church St,Northbridge,MA,36,Car-Dependent,nan,nan,nan,nan,42.1249385369661,-71.6443991342447,5850sqft,1500sqftyr, Office Medical Retail Restaurant ,",Total,Size,5,848,sqft,Lot,Size,30,491,sqft,",67585.0,0.109,0.24167,0.28958,0.20833,0.0688,0.8348,0.1953,https://42floors.com/us/ma/northbridge/701-church-st?listing=1248359
330110121004,4003,13 Rebel Rd,Hudson,NH,8,Car-Dependent,nan,nan,nan,nan,42.8220903,-71.4046102,4000sqft,1050sqftyr, Sublease Available Soon if new Date Date parse 2018 09 01 18 30 00 UTC var elements document querySelectorAll available soon Array prototype forEach call elements function el i el style display none Industrial Office ,",Floors,1,Total,Size,12,000,sqft,Zoning,Industrial,Year,Constructed,1994,Construction,Type,Concrete,Number,of,Buildings,1,Onsite,Parking,",80674.0,0.076,0.0229,0.64504,0.28435,0.0248,0.8922,0.1232,https://42floors.com/us/nh/hudson/13-rebel-rd?listing=1243168
250173881003,3010,85 Swanson Rd,Boxborough,MA,14,Car-Dependent,nan,nan,nan,nan,42.491561321939,-71.5470955053766,4040sqft,1548sqftyr, Office ,",Floors,2,Total,Size,96,933,sqft,Lot,Size,22,acres,Parking,Ratio,3,50,1000,Elevators,2,Year,Constructed,1986,Building,Class,B,Close,Highway,s,I,495,Route,2,I,95,I,93,I,90,Route,111,Route,3,Close,To,Manchester,Boston,Regional,Airport,Logan,International,Airport,Onsite,Parking,Key,Card,Access,Freight,Elevator,",45346.0,0.082,0.18628,0.16275,0.30784,0.0333,0.9192,0.5975,https://42floors.com/us/ma/boxborough/85-swanson-rd?listing=793778
330151061021,1024,46 Lowell Rd,Windham,NH,36,Car-Dependent,nan,nan,nan,nan,42.7908401,-71.3088685,110sqft,350mo, Office ,",Lot,Size,3,acres,Year,Constructed,2007,Close,Highway,s,I,93,Route,111,",99562.0,0.057,0.05329,0.23302,0.46186,0.0773,0.961,0.4544,https://42floors.com/us/nh/windham/46-lowell-rd?listing=1241543
250235104002,2001,363 N Main St,Brockton,MA,72,Very Walkable,,,nan,nan,42.0930802133123,-71.0191544092091,200sqft,1600sqftyr, Office ,",Lot,Size,2,acres,ADA,Accessible,",19690.0,0.083,0.7,0.24091,0.0,0.0,0.7798,0.0046,https://42floors.com/us/ma/brockton/363-n-main-st?listing=1247644
440070015001,1030,400 Reservoir Ave,Providence,RI,81,Very Walkable,,,50,Bikeable,41.7870053,-71.432557,1480sqft,812sqftyr, Office Medical ,",Floors,3,Total,Size,60,000,sqft,Lot,Size,3,acres,Zoning,Professional,Office,Year,Constructed,1965,Year,Renovated,2014,Building,Class,B,Construction,Type,Concrete,Number,of,Buildings,1,Close,Highway,s,Route,10,I,95,Onsite,Parking,",45948.0,0.175,0.01733,0.31931,0.14356,0.0272,0.5574,0.0929,https://42floors.com/us/ri/providence/400-reservoir-ave?listing=834692
330110113002,2000,76 Northeastern Blvd,Nashua,NH,28,Car-Dependent,nan,nan,nan,nan,42.7355931,-71.4854746,1200sqft,1350mo, Office ,",Floors,2,Total,Size,2,400,sqft,Zoning,Park,Industrial,Year,Constructed,1986,Building,Class,B,Construction,Type,Concrete,Wood,Close,Highway,s,Route,3,76,Close,To,Manchester,Boston,Regional,Airport,Logan,International,Airport,ADA,Accessible,Onsite,Parking,",93156.0,0.076,0.06476,0.40952,0.42095,0.04,0.9609,0.3571,https://42floors.com/us/nh/nashua/76-northeastern-blvd?listing=1244747
250277011001,1071,660 Spring St,Winchendon,MA,7,Car-Dependent,nan,nan,nan,nan,42.6731844877507,-72.0210316779226,5580sqft,425000, Retail Restaurant ,",Floors,2,Total,Size,5,578,sqft,Lot,Size,635,976,sqft,Close,Highway,s,Route,140,Route,12,Onsite,Parking,",68132.0,0.109,0.06375,0.32125,0.19375,0.0,0.8474,0.1922,https://42floors.com/us/ma/winchendon/660-spring-st?listing=1245737
330110006001,1003,730 Pine St,Manchester,NH,70,Somewhat Walkable,nan,nan,nan,nan,43.0054451,-71.4618267,1300sqft,831sqftyr, Office Other ,",Floors,3,Zoning,R,2,Year,Constructed,1900,Year,Renovated,2003,Building,Class,A,Close,Highway,s,Route,293,Close,To,Manchester,Boston,Regional,Airport,Onsite,Parking,",45030.0,0.076,0.25641,0.27564,0.09135,0.0817,0.8133,0.2867,https://42floors.com/us/nh/manchester/730-pine-st?listing=1243166
250056122004,4064,675 Paramount Dr,Raynham,MA,19,Car-Dependent,nan,nan,nan,nan,41.9027437350965,-71.0229929414318,1510sqft,NotProvided, Office Medical ,",Floors,3,Total,Size,39,200,sqft,Lot,Size,14,acres,Parking,Ratio,4,5,1000,Elevator,1,Year,Constructed,2006,Building,Class,A,Close,Highway,s,Route,44,Route,24,I,495,ADA,Accessible,Onsite,Parking,",51583.0,0.128,0.17354,0.41748,0.13471,0.0,0.7623,0.1494,https://42floors.com/us/ma/raynham/675-paramount-dr?listing=1244838
250056521003,3014,225 Rockland St,New Bedford,MA,79,Very Walkable,,,nan,nan,41.6230540807272,-70.9326078963461,2090sqft,309900, Office Medical ,",Floors,1,Total,Size,2,093,sqft,Lot,Size,4,318,sqft,Onsite,Parking,",64974.0,0.128,0.29828,0.5239,0.05163,0.0,0.4566,0.0393,https://42floors.com/us/ma/new-bedford/225-rockland-st?listing=1248348
330150650083,3015,83 Ocean Blvd,Hampton,NH,63,Somewhat Walkable,nan,nan,nan,nan,42.9052080172511,-70.8118267369753,1380sqft,3000mo, Retail Restaurant ,",Floors,1,Zoning,BS,Year,Constructed,2013,Onsite,Parking,",35655.0,0.057,0.42478,0.18584,0.07965,0.0177,0.8648,0.2107,https://42floors.com/us/nh/hampton/83-ocean-blvd?listing=1241523
330110152004,4028,13 Columbia Dr,Amherst,NH,24,Car-Dependent,nan,nan,nan,nan,42.804916,-71.5778021,2500sqft,750sqftyr, Industrial ,",Floors,1,Total,Size,89,000,sqft,Zoning,Industrial,Year,Constructed,1988,Building,Class,Class,Construction,Type,Brick,Close,Highway,s,Route,101,Route,101A,Close,To,Walmart,Onsite,Parking,",65133.0,0.076,0.05235,0.36644,0.24698,0.0671,0.903,0.4053,https://42floors.com/us/nh/amherst/13-columbia-dr?listing=1240714
330170846001,1033,17 Farmington Rd,Rochester,NH,17,Car-Dependent,nan,nan,nan,nan,43.3239351,-70.9996869,3500sqft,6000mo, Retail Restaurant ,",Zoning,GRD,Onsite,Parking,",51533.0,0.111,0.1579,0.3489,0.20204,0.0136,0.8796,0.1893,https://42floors.com/us/nh/rochester/17-farmington-rd?listing=1244746
250214023003,3036,20 Carematrix Dr,Dedham,MA,25,Car-Dependent,nan,nan,nan,nan,42.2252270146692,-71.1703719401031,13130sqft,NotProvided, Office ,",Floors,3,Total,Size,39,391,sqft,Lot,Size,3,acres,Parking,Ratio,5,1000,Zoning,C,Commercial,Building,Class,A,Construction,Type,Brick,Close,Public,Transit,MBTA,Close,Highway,s,Route,128,Onsite,Parking,",95239.0,0.063,0.0885,0.30847,0.35525,0.1252,0.9123,0.3661,https://42floors.com/us/ma/dedham/20-carematrix-dr?listing=1244837
250056518001,1026,392 Acushnet Ave,New Bedford,MA,87,Very Walkable,,,nan,nan,41.6360382,-70.9248118,5400sqft,1000sqftyr, Office ,",Floors,1,Lot,Size,9,493,sqft,ADA,Accessible,Onsite,Parking,",10515.0,0.128,0.81725,0.08626,0.03947,0.0,0.5,0.1051,https://42floors.com/us/ma/new-bedford/392-acushnet-ave?listing=1248343
250277423004,4000,69 Milk St,Westborough,MA,68,Somewhat Walkable,nan,nan,nan,nan,42.2718067197213,-71.618309909381,790sqft,1800sqftyr, Office ,",Floors,3,Total,Size,40,000,sqft,Lot,Size,2,acres,Zoning,Industrial,Year,Constructed,1902,Year,Renovated,1998,Building,Class,B,Construction,Type,Brick,Number,of,Buildings,1,Close,Highway,s,Route,9,Route,135,ADA,Accessible,Onsite,Parking,",70349.0,0.109,0.05596,0.61071,0.05839,0.1946,0.8602,0.3503,https://42floors.com/us/ma/westborough/69-milk-st?listing=1226097
330110141004,4015,4 John Tyler Rd,Merrimack,NH,16,Car-Dependent,nan,nan,nan,nan,42.8065191961895,-71.4819954313317,1560sqft,1000sqftyr, Office ,",Floors,2,Total,Size,8,127,sqft,Zoning,Industrial,District,Year,Constructed,1987,Building,Class,B,Construction,Type,Brick,Number,of,Buildings,1,Close,Highway,s,US,3,Close,To,Manchester,Boston,Regional,Airport,Onsite,Parking,",65983.0,0.076,0.15136,0.54082,0.09184,0.0272,0.9399,0.3116,https://42floors.com/us/nh/merrimack/4-john-tyler-rd?listing=1243163
250173881003,3010,85 Swanson Rd,Boxborough,MA,14,Car-Dependent,nan,nan,nan,nan,42.491561321939,-71.5470955053766,4040sqft,1548sqftyr, Office ,",Floors,2,Total,Size,96,933,sqft,Lot,Size,22,acres,Parking,Ratio,3,50,1000,Elevators,2,Year,Constructed,1986,Building,Class,B,Close,Highway,s,I,495,Route,2,I,95,I,93,I,90,Route,111,Route,3,Close,To,Manchester,Boston,Regional,Airport,Logan,International,Airport,Onsite,Parking,Key,Card,Access,Freight,Elevator,",45346.0,0.082,0.18628,0.16275,0.30784,0.0333,0.9192,0.5975,https://42floors.com/us/ma/boxborough/85-swanson-rd?listing=1136810
250214572001,1026,97 Chapel St,Needham,MA,83,Very Walkable,nan,nan,nan,nan,42.2816305616894,-71.236836441917,230sqft,350mo, Office ,",Floors,3,Lot,Size,7,841,sqft,Number,of,Buildings,1,Onsite,Parking,",170665.0,0.063,0.0,0.23256,0.40116,0.2209,0.9688,0.5357,https://42floors.com/us/ma/needham/97-chapel-st?listing=1246175
330110152001,1020,199 Route 101,Amherst,NH,14,Car-Dependent,nan,nan,nan,nan,42.8728081,-71.611184,200sqft,700mo, Sublease Office ,",Floors,1,Total,Size,50,808,sqft,Zoning,Commercial,LC,Year,Constructed,1978,Building,Class,B,Close,Highway,s,Route,101,Onsite,Parking,",142307.0,0.076,0.042,0.23622,0.49081,0.1496,0.9773,0.4561,https://42floors.com/us/nh/amherst/199-route-101?listing=1240709
250235104002,2001,363 N Main St,Brockton,MA,72,Very Walkable,,,nan,nan,42.0930802133123,-71.0191544092091,200sqft,1600sqftyr, Office ,",Lot,Size,2,acres,ADA,Accessible,",19690.0,0.083,0.7,0.24091,0.0,0.0,0.7798,0.0046,https://42floors.com/us/ma/brockton/363-n-main-st?listing=1247642
440070008003,3019,55 Pine St,Providence,RI,85,Very Walkable,,,89,Very Bikeable,41.823053638932,-71.409600817777,160sqft,NotProvided, Office ,",Elevator,1,Construction,Type,Brick,",125702.0,0.175,0.34167,0.0375,0.50833,0.1125,0.9492,0.5066,https://42floors.com/us/ri/providence/55-pine-st?listing=1249408
440070015001,1030,400 Reservoir Ave,Providence,RI,81,Very Walkable,,,50,Bikeable,41.7870053,-71.432557,1480sqft,812sqftyr, Office Medical ,",Floors,3,Total,Size,60,000,sqft,Lot,Size,3,acres,Zoning,Professional,Office,Year,Constructed,1965,Year,Renovated,2014,Building,Class,B,Construction,Type,Concrete,Number,of,Buildings,1,Close,Highway,s,Route,10,I,95,Onsite,Parking,",45948.0,0.175,0.01733,0.31931,0.14356,0.0272,0.5574,0.0929,https://42floors.com/us/ri/providence/400-reservoir-ave?listing=834690
250056131003,3068,295 Constitution Dr,Taunton,MA,3,Car-Dependent,nan,nan,nan,nan,41.9468325,-71.1277531,42500sqft,NotProvided, Available Soon if new Date Date parse 2018 09 22 18 30 00 UTC var elements document querySelectorAll available soon Array prototype forEach call elements function el i el style display none Industrial Office ,",Total,Size,42,500,sqft,Lot,Size,4,acres,Parking,Ratio,1,7,1000,Zoning,Industrial,Building,Class,A,Close,Highway,s,I,495,",89570.0,0.128,0.13475,0.27482,0.30851,0.0621,0.729,0.1355,https://42floors.com/us/ma/taunton/295-constitution-dr?listing=1244834
250092602002,2015,150 Summer St,Haverhill,MA,65,Somewhat Walkable,nan,nan,nan,nan,42.7772464,-71.0700688,1260sqft,1650mo, Office ,",Floors,3,Total,Size,5,578,sqft,Lot,Size,13,800,sqft,Zoning,RH,Year,Constructed,1900,Building,Class,B,Construction,Type,Wood,Number,of,Buildings,1,Close,Highway,s,I,495,Onsite,Parking,",30093.0,0.104,0.5006,0.10495,0.0386,0.0,0.6593,0.1026,https://42floors.com/us/ma/haverhill/150-summer-st?listing=1244742
250173825002,2025,31 S Main St,Natick,MA,80,Very Walkable,nan,nan,nan,nan,42.2848843,-71.3478552,2000sqft,2500sqftyr, Retail ,",Floors,1,Lot,Size,24,829,sqft,Year,Constructed,2018,Construction,Type,Steel,Concrete,Stone,Number,of,Buildings,1,Onsite,Parking,",73223.0,0.082,0.0625,0.28542,0.3125,0.0708,0.9549,0.4098,https://42floors.com/us/ma/natick/31-s-main-st?listing=1246173
250235117022,2024,1280 Belmont St,Brockton,MA,40,Car-Dependent,,,nan,nan,42.0584240429484,-71.0679733801634,1290sqft,NotProvided, Retail ,",Total,Size,38,000,sqft,Close,Highway,s,Route,123,Close,To,Stonehill,College,",79550.0,0.083,0.0,0.46247,0.28571,0.0242,0.8724,0.2776,https://42floors.com/us/ma/brockton/1280-belmont-st?listing=1241390
330112004001,1044,50 Bridge St,Manchester,NH,95,Walker's Paradise,nan,nan,nan,nan,42.9952211,-71.461512,550sqft,1350sqftyr, Office ,",Floors,3,Total,Size,40,000,sqft,Lot,Size,25,700,sqft,Elevator,1,Zoning,Central,Business,District,Year,Constructed,1960,Year,Renovated,2006,Building,Class,A,Construction,Type,Brick,Stone,Close,Highway,s,Route,3,Route,293,ADA,Accessible,Onsite,Parking,",43150.0,0.076,0.33517,0.35577,0.07967,0.0096,0.6778,0.1601,https://42floors.com/us/nh/manchester/50-bridge-st?listing=1243156
440070008003,3034,275 Westminster St,Providence,RI,85,Very Walkable,,,89,Very Bikeable,41.822466285243,-71.4133904081655,13300sqft,NotProvided, Office Retail ,",",125702.0,0.175,0.34167,0.0375,0.50833,0.1125,0.9492,0.5066,https://42floors.com/us/ri/providence/275-westminster-st?listing=1249381
330019661002,2024,13 Opechee St,Laconia,NH,59,Somewhat Walkable,nan,nan,nan,nan,43.5358402,-71.4695443,810sqft,249900, Mixed Use ,",Total,Size,812,sqft,Lot,Size,15,682,sqft,Zoning,DRD,Year,Constructed,1944,Onsite,Parking,",63271.0,0.095,0.24,0.222,0.232,0.1,0.9136,0.2716,https://42floors.com/us/nh/laconia/13-opechee-st?listing=1240656
250214071002,2036,5 Pleasant St,Millis,MA,19,Car-Dependent,nan,nan,nan,nan,42.1633334248407,-71.3662990131755,1200sqft,1999mo, Office ,",Year,Constructed,2018,Number,of,Buildings,1,Close,Highway,s,Route,109,",71996.0,0.063,0.11079,0.40962,0.32362,0.0087,0.9189,0.3667,https://42floors.com/us/ma/millis/5-pleasant-st?listing=1246166
250277315005,5002,263 Park Ave,Worcester,MA,84,Very Walkable,,,nan,nan,42.264035427662,-71.8191988337786,2700sqft,2300mo, Office Retail ,",Lot,Size,2,697,acres,",15079.0,0.109,0.63032,0.14651,0.01193,0.0,0.6207,0.1635,https://42floors.com/us/ma/worcester/263-park-ave?listing=1245604
330110107002,2014,2 E Otterson St,Nashua,NH,86,Very Walkable,nan,nan,nan,nan,42.7546517,-71.4617868,3150sqft,1400sqftyr, Retail ,",Floors,1,Total,Size,3,150,sqft,Lot,Size,10,890,sqft,Zoning,D3MU,Mixed,use,Year,Constructed,1940,Number,of,Buildings,1,Onsite,Parking,",17667.0,0.076,0.63011,0.19517,0.0,0.0353,0.7001,0.19,https://42floors.com/us/nh/nashua/2-e-otterson-st?listing=1244741
250173825003,3041,117 W Central St,Natick,MA,31,Car-Dependent,nan,nan,nan,nan,42.2838230620992,-71.3684647133015,2120sqft,NotProvided, Retail ,",Total,Size,27,000,sqft,Zoning,Limited,Commercial,Close,Public,Transit,West,Natick,Train,Station,West,Natick,Commuter,Rail,Stations,Close,Highway,s,Route,135,Onsite,Parking,",81126.0,0.082,0.15326,0.2959,0.2868,0.1517,0.9632,0.4474,https://42floors.com/us/ma/natick/117-w-central-st?listing=1241382
330151001003,3009,202 Main St,Salem,NH,3,Car-Dependent,nan,nan,nan,nan,42.8193631,-71.1972655,820sqft,1100mo, Mixed Use Office Medical Retail ,",Total,Size,15,536,sqft,Elevator,1,Zoning,B,1,Office,Retail,Year,Constructed,1988,Close,To,Woodbury,School,ADA,Accessible,",144164.0,0.057,0.01821,0.25797,0.41275,0.1411,0.9054,0.3462,https://42floors.com/us/nh/salem/202-main-st?listing=1243155
330019664011,1086,40 Weirs Rd,Gilford,NH,31,Car-Dependent,nan,nan,nan,nan,43.5779937,-71.4042905,1850sqft,489900, Retail Restaurant ,",Total,Size,4,164,sqft,Lot,Size,2,acres,Zoning,RC,Year,Constructed,1975,Construction,Type,Wood,Close,Highway,s,Route,11,Close,To,Sports,Marine,Parafunalia,ADA,Accessible,Onsite,Parking,",56033.0,0.095,0.22737,0.2936,0.13024,0.0861,0.951,0.3794,https://42floors.com/us/nh/gilford/40-weirs-rd?listing=1240621
250235104002,2001,363 N Main St,Brockton,MA,72,Very Walkable,,,nan,nan,42.0930802133123,-71.0191544092091,200sqft,1600sqftyr, Office ,",Lot,Size,2,acres,ADA,Accessible,",19690.0,0.083,0.7,0.24091,0.0,0.0,0.7798,0.0046,https://42floors.com/us/ma/brockton/363-n-main-st?listing=1247640
250173881003,3010,85 Swanson Rd,Boxborough,MA,14,Car-Dependent,nan,nan,nan,nan,42.491561321939,-71.5470955053766,4040sqft,1548sqftyr, Office ,",Floors,2,Total,Size,96,933,sqft,Lot,Size,22,acres,Parking,Ratio,3,50,1000,Elevators,2,Year,Constructed,1986,Building,Class,B,Close,Highway,s,I,495,Route,2,I,95,I,93,I,90,Route,111,Route,3,Close,To,Manchester,Boston,Regional,Airport,Logan,International,Airport,Onsite,Parking,Key,Card,Access,Freight,Elevator,",45346.0,0.082,0.18628,0.16275,0.30784,0.0333,0.9192,0.5975,https://42floors.com/us/ma/boxborough/85-swanson-rd?listing=822255
250251602002,2000,285 Broadway,Chelsea,MA,93,Walker's Paradise,,,nan,nan,42.3908282,-71.037011,1500sqft,3000mo, Available Soon if new Date Date parse 2018 10 01 18 30 00 UTC var elements document querySelectorAll available soon Array prototype forEach call elements function el i el style display none Office Retail ,",Total,Size,6,000,sqft,Lot,Size,5,663,sqft,Zoning,B,Year,Constructed,1999,",26433.0,0.226,0.40827,0.35917,0.0,0.0,0.4044,0.0037,https://42floors.com/us/ma/chelsea/285-broadway?listing=1249351
